instant,cnt
16701,267
16702,441
16703,707
16704,691
16705,470
16706,299
16707,220
16708,143
16709,101
16710,54
16711,24
16712,7
16713,3
16714,6
16715,45
16716,152
16717,501
16718,720
16719,335
16720,155
16721,206
16722,311
16723,271
16724,269
16725,299
16726,434
16727,742
16728,730
16729,459
16730,305
16731,279
16732,180
16733,95
16734,36
16735,10
16736,8
16737,6
16738,9
16739,48
16740,123
16741,397
16742,758
16743,387
16744,140
16745,171
16746,231
16747,213
16748,217
16749,284
16750,376
16751,604
16752,608
16753,413
16754,293
16755,198
16756,105
16757,74
16758,44
16759,16
16760,9
16761,2
16762,9
16763,32
16764,124
16765,388
16766,658
16767,276
16768,145
16769,177
16770,234
16771,244
16772,211
16773,269
16774,330
16775,616
16776,564
16777,372
16778,226
16779,190
16780,132
16781,92
16782,47
16783,28
16784,10
16785,5
16786,10
16787,25
16788,84
16789,215
16790,440
16791,300
16792,165
16793,202
16794,239
16795,219
16796,214
16797,302
16798,374
16799,567
16800,497
16801,351
16802,240
16803,170
16804,164
16805,121
16806,102
16807,100
16808,70
16809,28
16810,11
16811,5
16812,19
16813,38
16814,110
16815,169
16816,286
16817,403
16818,485
16819,546
16820,541
16821,540
16822,506
16823,344
16824,303
16825,245
16826,181
16827,208
16828,159
16829,161
16830,117
16831,101
16832,77
16833,47
16834,11
16835,7
16836,5
16837,22
16838,68
16839,102
16840,218
16841,249
16842,314
16843,284
16844,231
16845,224
16846,252
16847,228
16848,197
16849,121
16850,107
16851,95
16852,77
16853,50
16854,19
16855,3
16856,4
16857,3
16858,11
16859,26
16860,122
16861,293
16862,583
16863,283
16864,132
16865,133
16866,172
16867,219
16868,209
16869,235
16870,344
16871,615
16872,563
16873,426
16874,299
16875,244
16876,125
16877,83
16878,30
16879,7
16880,0
16881,3
16882,8
16883,41
16884,118
16885,380
16886,723
16887,334
16888,154
16889,172
16890,226
16891,253
16892,203
16893,269
16894,357
16895,600
16896,545
16897,432
16898,256
16899,206
16900,106
16901,64
16902,34
16903,21
16904,9
16905,9
16906,3
16907,37
16908,128
16909,368
16910,687
16911,284
16912,135
16913,172
16914,231
16915,237
16916,224
16917,227
16918,328
16919,560
16920,539
16921,401
16922,267
16923,201
16924,121
16925,78
16926,32
16927,23
16928,8
16929,2
16930,8
16931,33
16932,114
16933,385
16934,678
16935,324
16936,166
16937,189
16938,281
16939,270
16940,241
16941,279
16942,405
16943,549
16944,465
16945,347
16946,240
16947,212
16948,147
16949,119
16950,46
16951,25
16952,8
16953,11
16954,9
16955,33
16956,112
16957,307
16958,635
16959,342
16960,189
16961,211
16962,272
16963,312
16964,298
16965,308
16966,416
16967,621
16968,454
16969,318
16970,220
16971,171
16972,137
16973,133
16974,93
16975,94
16976,68
16977,22
16978,5
16979,2
16980,10
16981,47
16982,118
16983,219
16984,272
16985,392
16986,452
16987,455
16988,425
16989,446
16990,412
16991,308
16992,271
16993,256
16994,200
16995,183
16996,155
16997,118
16998,109
16999,95
17000,86
17001,38
17002,10
17003,8
17004,5
17005,26
17006,88
17007,132
17008,256
17009,294
17010,416
17011,355
17012,309
17013,337
17014,399
17015,242
17016,106
17017,109
17018,121
17019,105
17020,88
17021,33
17022,27
17023,14
17024,4
17025,2
17026,4
17027,23
17028,108
17029,318
17030,591
17031,281
17032,134
17033,169
17034,231
17035,209
17036,180
17037,210
17038,301
17039,494
17040,506
17041,339
17042,199
17043,119
17044,53
17045,46
17046,17
17047,14
17048,6
17049,4
17050,7
17051,35
17052,118
17053,354
17054,661
17055,325
17056,183
17057,268
17058,312
17059,285
17060,246
17061,245
17062,362
17063,571
17064,524
17065,352
17066,268
17067,167
17068,132
17069,80
17070,40
17071,14
17072,2
17073,4
17074,7
17075,30
17076,111
17077,362
17078,677
17079,316
17080,163
17081,199
17082,235
17083,212
17084,217
17085,236
17086,333
17087,561
17088,568
17089,335
17090,240
17091,168
17092,128
17093,87
17094,41
17095,19
17096,7
17097,3
17098,5
17099,34
17100,117
17101,349
17102,598
17103,316
17104,160
17105,190
17106,211
17107,216
17108,213
17109,248
17110,302
17111,474
17112,380
17113,118
17114,49
17115,25
17116,20
17117,12
17118,16
17119,8
17120,2
17121,2
17122,6
17123,13
17124,80
17125,207
17126,471
17127,267
17128,154
17129,162
17130,224
17131,240
17132,219
17133,263
17134,281
17135,321
17136,243
17137,153
17138,112
17139,70
17140,63
17141,40
17142,31
17143,35
17144,23
17145,7
17146,5
17147,5
17148,13
17149,20
17150,29
17151,90
17152,118
17153,159
17154,146
17155,158
17156,161
17157,153
17158,147
17159,114
17160,82
17161,60
17162,61
17163,53
17164,39
17165,39
17166,27
17167,20
17168,18
17169,9
17170,4
17171,5
17172,8
17173,18
17174,48
17175,55
17176,92
17177,152
17178,196
17179,185
17180,175
17181,136
17182,189
17183,113
17184,92
17185,57
17186,51
17187,41
17188,57
17189,24
17190,11
17191,10
17192,4
17193,2
17194,9
17195,16
17196,29
17197,65
17198,84
17199,102
17200,124
17201,134
17202,69
17203,45
17204,33
17205,33
17206,26
17207,25
17208,18
17209,23
17210,21
17211,11
17212,10
17213,12
17214,13
17215,7
17216,0
17217,3
17218,7
17219,6
17220,10
17221,28
17222,31
17223,85
17224,113
17225,120
17226,125
17227,107
17228,86
17229,50
17230,43
17231,36
17232,40
17233,34
17234,18
17235,29
17236,9
17237,7
17238,1
17239,2
17240,2
17241,11
17242,36
17243,26
17244,31
17245,23
17246,8
17247,10
17248,10
17249,15
17250,20
17251,13
17252,13
17253,53
17254,43
17255,35
17256,32
17257,20
17258,11
17259,10
17260,3
17261,5
17262,2
17263,1
17264,3
17265,11
17266,45
17267,90
17268,208
17269,133
17270,75
17271,103
17272,109
17273,118
17274,119
17275,120
17276,174
17277,257
17278,197
17279,117
17280,91
17281,63
17282,44
17283,26
17284,25
17285,9
17286,5
17287,2
17288,4
17289,15
17290,51
17291,112
17292,239
17293,191
17294,162
17295,177
17296,221
17297,221
17298,260
17299,224
17300,249
17301,270
17302,212
17303,128
17304,96
17305,92
17306,61
17307,58
17308,26
17309,37
17310,19
17311,6
17312,3
17313,3
17314,7
17315,18
17316,44
17317,49
17318,41
17319,44
17320,47
17321,83
17322,98
17323,129
17324,147
17325,118
17326,110
17327,97
17328,66
17329,60
17330,54
17331,32
17332,41
17333,28
17334,19
17335,15
17336,7
17337,2
17338,8
17339,13
17340,33
17341,74
17342,122
17343,136
17344,144
17345,169
17346,160
17347,138
17348,133
17349,123
17350,125
17351,101
17352,72
17353,46
17354,36
17355,49
17356,34
17357,19
17358,11
17359,1
17360,3
17361,9
17362,40
17363,85
17364,196
17365,156
17366,119
17367,156
17368,224
17369,202
17370,246
17371,314
17372,213
17373,163
17374,121
17375,119
17376,89
17377,90
17378,60
17379,48
